id;character;origin_dialogue;translated_dialogue
MCAM002RA;RA;No, I used the acrobatics you taught me!;
MCAM011BU;BU;Make that GROUND. Ha ha ha.;
MCAN000GD;GD;Razputin...;แรซปูติน...
MCFU003GD;GD;What is your brain doing out here in this tank with this� other brain?;สมองลูกมาทำอะไรอยู่นี่ในรถถังกับสมองคนอื่นกัน?
MCFU004GD;GD;And who are all these unconscious people? ;แล้วคนพวกนั้นที่สลบอยู่เป็นใคร?
MCFU005GD;GD;What have you gotten yourself involved with?;นี่ลูกไปยุ่งเกี่ยวกับอะไรมาเนี่ย?
MCFU007GD;GD;Is that really...;นั่นมัน...
MCFU008GD;GD;Is that really how I look in your mind?;พ่อดูเป็นแบบนั้นในสายตาลูกจริงๆ เหรอ?
MCFU010GD;GD;I don't hate psychics! I used my psychic connection with you to find you, and to project myself into your mind.;พ่อไม่ได้เกลียดพวกมีพลังจิต! พ่อใช้พลังจิตเชื่อมโยงกับลูกเพื่อตามหาลูก และเพื่อเข้ามาในจิตใจของลูก
MCFU012GD;GD;Son, I could never hate you. I only wanted you to be happy, Razputin. And safe. ;ลูกเอ๋ย พ่อไม่มีวันเกลียดลูก พ่อแค่อยากให้ลูกมีความสุข แรซปูติน และปลอดภัย
MCFU013GD;GD;Our family has many enemies.;ครอบครัวเรามีศัตรูมากมาย
MCFU016GD;GD;I have a LOT more hair than that!;พ่อมีผม"เยอะ"กว่านั้นนะ!
MCFU017GD;GD;Now, son, we have to carefully unweave your psyche from that other brain.;ตอนนี้ลูก เราต้องค่อยๆ คลายจิตใจของลูกออกจากสมองอีกอัน
MCFU018GD;GD;We don't want anything bad to happen while your mind is in this tangled state. The damage could be permanent.;เราไม่อยากให้เกิดอะไรที่ไม่ดีขึ้นในขณะที่จิตใจของลูกพันกันอยู่แบบนี้ ความเสียหายอาจส่งผลถาวรได้
MCFU020BU;BU;NEVER!;ไม่มีทาง!
MCFU022BU;BU;And I think I can� juggle now!;และฉันว่าฉันเล่นปาหี่ได้แล้ว!
MCFU023EV;EV;Heh heh heh!;ฮ่าๆๆ
MCFU025GD;GD;This is your mind, so YOU are the strong one here.;นี่คือจิตใจของลูก ดังนั้นลูกคือคนที่แข็งแกร่งที่สุดที่นี่
MCFU026GD;GD;What I'm about to give you, my son--you must take care of it. Because it's everything I've got.;สิ่งที่พ่อจะมอบให้ลูก ลูกพ่อ--ลูกต้องดูแลมันให้ดี เพราะมันคือทุกสิ่งที่พ่อมี
MCVI009GD;GD;Let's go inside.;ไปข้างในกันเถอะ
MCVI011GD;GD;Oh, I know a lot of it. While you were out I... poked around a bit. ;อ๋อ พ่อรู้อะไรมาเยอะเลยล่ะ ในช่วงที่ลูกไม่อยู่ พ่อ... ตามสืบนิดหน่อย
MCVI012RA;RA;You what?;
MCVI014RA;RA;Hey!;เฮ้!
MCAC003OL;OL;I'm not going to hurt you!;
MCAD000OL;OL;Ow!;
MCAD001OL;OL;Ahh!;
MCAD002OL;OL;My face!;
MCAD003OL;OL;Hey, that hurts!;
MCAD004OL;OL;Hellllp!;
MCBI001OL;OL;Help!;ช่วยด้วย!
MCBI003OL;OL;You gotta help me protect the bunnies!;นายต้องช่วยฉันปกป้องพวกกระต่ายนะ!
MCBI006RA;RA;The bunnies are safe. We're all safe!;พวกกระต่ายปลอดภัย เราทุกคนปลอดภัย!
MCBI007OL;OL;No, it's not safe!;ไม่ มันยังไม่ปลอดภัย!
MCBI008OL;OL;He's coming!;เขากำลังมา!
MCBI010OL;OL;My dad!;พ่อฉัน!
MCAF000BU;BU;Hnnnnnnng!;
MCAF001BU;BU;Grrrrrrrk!;
MCAF002BU;BU;Rrrrrrrrrrng!;
MCAG000BU;BU;Hnnnnnn-ah!;
MCAH000BU;BU;Gahhhhh!;
MCAH001BU;BU;Ahhhhh!;
MCAH002BU;BU;Oooof!;
MCAI000BU;BU;Ahhh! Gahhh!;
MCAI001BU;BU;Man, those things hurt!;
MCAI002BU;BU;Stupid, spikey, flaming, juggling pins! Who invented those?;
MCAI003BU;BU;Ahhh! Puncture wound. Flaming puncture wound. Grr.;
MCAI004BU;BU;Oh, jeez. Not again!;
MCAJ001BU;BU;Ahhh!;
MCAJ003BU;BU;Hyyyyy-up!;
MCAJ004BU;BU;Ha!;
MCAJ005BU;BU;Ha ha ha ha!;
MCAL000EV;EV;Here comes the water, boy!;
MCAL005EV;EV;Come on, son!;
MCAL006EV;EV;You always were the slow one!;
MCAL008EV;EV;Hm. Come on, we're not done yet.;
MCAL010EV;EV;Don't stop now. The water's still rising!;
MCAL012EV;EV;Pretty good, pretty good.;
MCAL014EV;EV;Ha ha ha.;
MCAL015EV;EV;No, you can't really catch those. I was just testing ya.;
MCAM001EV;EV;You cheated!;
MCAM003EV;EV;Don't lie to me, cheater! You crystal ball readers always cheat!;
MCAM004EV;EV;You're no son of mine.;
MCAM005EV;EV;Raah!;
MCAM006RA;RA;Oly! Are you okay? Where's your dad?;
MCAM007OL;OL;He's over there. Talking to your dad.;
MCAM008EV;EV;He did WHAT?;
MCAM009RA;RA;Uh-oh.;
MCAM010EV;EV;Somebody's gonna get GROUNDED.;
MCAM012EV;EV;Hahaha!;
MCFU001GD;GD;Razputin! I see your skull is as hard to penetrate as ever!;แรซปูติน! กะโหลกของลูกนี่ยังแข็งเหมือนเดิมเลยนะ!
MCFU006EV;EV;Psychics! He's been cavorting with filthy, cheating psychics!;พวกพลังจิต! มันไปคบค้ากับพวกพลังจิตขี้โกงพวกนั้น!
MCFU009EV;EV;Man, do I hate psychics, and seeing my son happy!;บ้าเอ้ย ฉันเกลียดพวกมีพลังจิตและเกลียดการได้เห็นลูกมีความสุข!
MCFU011RA;RA;But how can you hate me for being psychic, if you're psychic too?;แต่พ่อจะมาเกลียดผมที่ผมมีพลังจิตได้ยังไง ในเมื่อพ่อเองก็มีพลังจิตเหมือนกัน?
MCFU014EV;EV;Ahhhhhh!;อาาาา!
MCFU015EV;EV;Ayeeeee!;Ayeeeee!
MCFU019EV;EV;Unweave? Detangle?;คลายเรอะ? แก้ปมเรอะ?
MCFU021EV;EV;I like it this way. I mean, look at how huge I am!;พ่อชอบแบบนี้มากกว่า พ่อหมายถึง ดูสิ พ่อตัวใหญ่ขนาดไหน!
MCVI000RA;RA;Ah! Ah! Bunnies! No! No meat! Ah!;Ah! Ah! พวกกระต่าย! ไม่นะ ไม่เอาเนื้อ! Ah!
MCVI001GD;GD;Shhh. No more. No more meat. Look.;ชู่วว ไม่มีแล้ว ไม่มีเนื้อแล้ว ดูสิ
MCVI002OL;OL;There you go. Goooood little bunny. Ha ha!;อยู่นี่เอง เจ้าต่ายน้อยยย Ha ha!
MCVI003OL;OL;Hey, thanks for helping me save the bunnies. And for talking to my dad.;เฮ้ ขอบคุณที่ช่วยฉันกับพวกต่ายนะและเรื่องคุยกับพ่อฉันด้วย
MCVI004RA;RA;Uh, no problem, little Oly.;เอ่อ ไม่มีปัญหา โอลี้น้อย
MCVI005OL;OL;Bye! Bye! Wave goodbye, Mr. Bun!;บาย! บาย! โบกมือหน่อย มิสเตอร์บัน!
MCVI006RA;RA;Where's he going?;เขาจะไปไหนน่ะ?
MCVI007GD;GD;We're separating the brains now Razputin.;ตอนนี้เรากำลังถูกแยกสมองออกจากัน แรซปูติน
MCVI008GD;GD;He'll be fine.;เขาจะไม่เป็นไร
MCVI010RA;RA;Man, I can't wait to tell you about all the messed up stuff that happened.;ให้ตายสิ ผมแทบจะรอไม่ไหวแล้วที่จะได้เล่าเรื่องบ้า ๆ ทั้งหมดที่เกิดขึ้นให้พ่อฟัง
MCVI013GD;GD;Tell me about this Lili person.;ไหนบอกพ่อสิ เรื่อง ลิลี่คนนี้น่ะ
MCAO000OL;OL;No, not me! Grab the bunny! I'm not a bunny! I'm not!;
MCAP000OL;OL;Haha. Thanks!;
MCAQ000OL;OL;Oh, I got you, Mr. Bunny!;
MCAQ001OL;OL;Now, let's get you to safety!;
MCAR000OL;OL;Weeee!;
MCAB011OL;OL;You gotta help me save the bunny!;
MCAB012OL;OL;If he'd just hold still I could catch him and hide him from my dad.;
MCCA000OL;OL;Oh, hi. My name is Morceau Oleander. But you can call me Morry. Or Oly.;
MCCA001RA;RA;What are you doing in my mind?;
MCCA002OL;OL;How did you get in my happy meadow? Nobody's supposed to know about it.;
MCCA003OL;OL;You didn't tell my dad about it, did you?;
MCCA004BU;BU;(evil laughter);
MCCA005OL;OL;(frightened gasp);
MCCA006OL;OL;That's him! Oh no! Come on, little bunny. We'll be safe in here!;
MCIN000RA;RA;Okay, the circus I remember from my childhood was definitely not made of meat--the last time I checked.;
MCIN001OL;OL;No! No! Little bunny don't go in there!;
MCIN002OL;OL;That's a bad place! That's a bad place for bunnies!;
MCAA000OL;OL;We did it! We saved all the bunnies!;
MCAA001OL;OL;Now it's time for the main event!;
MCAA002OL;OL;Come on!;
MCAS000OL;OL;Come on! This is my favorite ride!;
MCAS001OL;OL;Yeeeee-haw!  Ha-ha!;
MCAT000RA;RA;(emotional sobs);
MCAC009OL;OL;(clicking noise, calling bunny)...that's it...(more clicking)...come here!;
MCAE009BU;BU;(clicking sounds, calling the bunny);
MCAG001BU;BU;Ahhh-ugh!;
MCZE000TO;TO;One brain redeemed for health.;
MCZE001TO;TO;Brains redeemed for health:;
MCZE002TO;TO;One cobweb turned in for a card.;
MCZE003TO;TO;Cobwebs turned in for cards:;
MCZE004TO;TO;Cards turned in:;
MCZE005TO;TO;Rank gained:;
MCZE006TO;TO;Bonus rank up for finding 8 Scavenger Hunt items!;
MCZE007TO;TO;Bonus rank up for finding all 16 Scavenger Hunt items!;
MCZE008TO;TO;You have no PSI CARDS, SCAVENGER HUNT ITEMS, MENTAL COBWEBS, or reclaimed BRAINS to redeem!;
MCZG000TO;TO;Razputin, your journey has made you much wiser, so why do you still hoard your goods like a miser?  The items you've scavenged, the webs, the cards, and brains--just to redeem them is all that remains!;
MCZG001TO;TO;Cards redeemed:;
MCZF000TO;TO;Press /YButton/ for Redemption.;
MCAU000FO;FO;Next time his cleaver gets stuck in the ground, run up his arm and punch him in his fat head.;
MCZG002TO;TO;One brain redeemed for health;
MCZG004TO;TO;One cobweb turned in for a card;
MCZZ000TO;TO;World's Skinniest Guy DEAD;
MCZZ001TO;TO;Bunnies ALIVE;
MCZZ002TO;TO;Kid Lasagna DEAD;
MCZZ003TO;TO;Alligator Boy DEAD;
MCZZ004TO;TO;Meat ALIVE;
MCZF001TO;TO;Press /YButton/ to pick up.;
